,Keyword,公司名称,公司规模,地区,学历要求,工作经验,职位名称,职位描述,职位薪资,融资情况,Python,Sql,R,Java,Hadoop,C,Spark,Excel,Hive,Sas
267,数据分析,口袋理财,500-999人,上海  ,本科,1年以内,数据分析师,"数据运营经理 工作职责：1. 负责贷款平台的渠道投放数据运营，包括数据提取、分类、分析、整理等工作2. 动态监控监测、分析渠道投放的日常数据，形成运营周、月报表和分析建议报告；3、深入理解业务，理解业务运作逻辑，利用数据分析手段，及时发现业务流程中存在的问题，进行原因分析；4. 负责渠道投放数据反欺诈的检测、验证，并与渠道投放团队一起进行渠道优化任职要求：                        1、本科以上学历, 2年以上互联网或金融公司数据分析、数据运营的相关工作经验， 数学、统计学、计算机相关专业优先2、数字敏感度强，分析问题逻辑清晰、思路开阔，做事精益求精，有责任心；3、可熟练运用EXCEL、PPT进行数据分析及工作汇报，善于运用图表有效表达分析观点，至少掌握一种常用统计工具",10k-17k,A轮,0,0,0,0,0,0,0,1,0,0
268,数据分析,博世猫,100-499人,上海 浦东新区 金桥,本科,3-5年,资深数据分析,"岗位职责：1 与业务方沟通相关需求，并独立承担基础数据处理、报表开发、数据调研分析等数据工作；2 进行商业数据分析、理顺业务数据链路和指标框架、发展期的业务数据分析等，深入专题分析，为公司互联网业务的运营决策 提供数据支持；3 对日常运营数据监控和分析， 数据清洗与处理，数据报表的维护和搭建；岗位要求：1 本科或硕士以上学历，计算机、统计、数学相关专业2 熟悉SQL/数据库/hive，精通R/python进行数据分析3 了解Tableau等BI工具4 有较好的团队精神、沟通能力，工作细致认真5 相关工作经验4年以上, 了解互联网业务数据 或在互联网公司工作过优先",20k-40k,B轮,1,1,1,0,0,0,0,0,1,0
269,数据分析,太平洋房屋,10000人以上,上海 徐汇区 枫林路,大专,3-5年,高级数据分析师,岗位职责：1、配合公司项目要求，收集分析确认客户需求，搭建推荐系统的平台开发环境，完成系统框架和核心代码的实现；2、同数据分析师和算法工程师协作，完成产品落地；3、解决项目工程化过程中遇到的问题，进行系统功能优化，确保系统安全、稳定、快速。4、收集工作中的问题反馈和需求，提出优化和改善方案；5、完成部门交办的其他工作事宜岗位要求：1、全日制本科及以上学历；统计学、数学、计算机等相关专业优先。2、精通Django/flask，Sqlalchemy等主流框架，理解框架实现原理及特性；3、熟练使用关系型数据库（mysql、SqlServer）和非关系型数据库（MongoDB）；4、熟悉自然语言处理、机器学习、数据挖掘、搜索、推荐等算法的理论和方法；5、精通一门以上的编程语言（Python、Java、R、C/C++）；6、熟悉爬虫和数据采集的优先；7、优秀的逻辑思维能力，较强的表达沟通能力，良好的数据分析与建模能力、文字与报告撰写能力，自我学习能力、抗压能力强,10k-20k,已上市,1,0,1,1,0,1,0,0,0,0
270,数据分析,金服银行科技中心,10000人以上,上海 浦东新区 源深体育中心,本科,5-10年,数据分析架构师,"岗位描述：1、基于hadoop、hive/spark构建数据仓库和数据集市架构，带领团队其他成员设计稳定、可否用、可扩展的数据仓库模型，用户画像数据模型，快速支持公司决策数据需要、各方向数据分析和挖掘需要。2、构建统一的数据模型设计、管理于治理机制，带领团队确保公司数据一致性，可持续发展；3、专题分析等形式对业务问题进行深入分析，为信用卡产品运营决策、产品方向、推送策略及时提供数据支持技能要求：1、数据仓库和挖掘领域至少五年以上，深刻理解数据仓库各类建模理论，掌握维度建模设计方法，具备海量数据处理，大型数据仓库逻辑模型和物理模型经验2、具有很强的数据分析和数据挖掘能力。熟练掌握常规分析工具；3、熟悉机器学习，掌握常规的分类，回归，时序算法，有深度学习相关经验者优先4、良好的Hadoop、hivesql开发能力和调优经验，熟悉实时计算和流式计算者优先5、熟悉主流大数据平台和处理引擎,包括但不限于spark\Kylin\Hbase\Flink等6、良好的逻辑分析能力和沟通能力;具备强烈的责任心和团队协作能力;良好的推动力;",20k-40k,已上市,0,0,0,0,1,0,1,0,1,0
271,数据分析,速网电商,100-499人,上海 闵行区 莘庄,本科,1-3年,数据分析,1、本科学历及以上，统计学相关理科专业，3年以上相关工作经验2、负责（耐克）项目数据分析工作，编写数据分析报告，对数据趋势进行归纳总结，并能根据分析结果提出策略建议，提供运营支持。,8k-12k,不需要融资,0,0,0,0,0,0,0,0,0,0
272,数据分析,WiFi万能钥匙,1000-9999人,上海 浦东新区 张江,本科,3-5年,数据分析师,"工作职责1.根据要求建立完整、科学的业务指标监控、日周月报体系;2.根据项目要求，以KPI为核心，进行专项数据挖掘及分析工作； 3.根据业务需求进行数据抽取、汇总、分析及演示报告； 4.及时发现和分析数据反映的经营变化和问题，提出警示并提供问题解决建议。任职资格1.3年以上相关经验，有良好的跨团队、部门沟通及资源整合能力，能够独立开展研究项目2.独立且高效地完成数据的提取及分析，有丰富的数据清洗、分析、挖掘的经验，有数仓搭建或互联网数据产品经验的优先3.良好的数据敏感度，能从海量数据提炼核心结果，并用简洁而清晰的方式呈现数据分析背后的商业逻辑和相关洞建；有出色的结构化思维能力；4.较强的抗压能力，能在迅速变化的业务环境中，抓住重点并交出有质量的产出。5.熟练掌握MySQL与Hive（懂SAS,R,Python等语言的更佳），掌握Sparkstreaming、Hbase、Kafka等常用大数据工具；",20k-40k,B轮,1,0,1,0,0,0,0,0,1,1
273,数据分析,乂学教育,1000-9999人,上海 徐汇区 漕河泾,本科,3-5年,BI数据分析师,岗位职责:1、 深入了解业务和业务系统，通过数据分析工具高效支持业务端的数据查询需求，可以独立根据业务需求提供数据报表并保证数据准确性及有效性；2、 根据日常业务需求，进行一系列的报表开发，固化常规数据报表；负责整理和归档所做开发的文档，负责优化已有报表，提升数据支持效率3、 协助业务部门，建立和完善数据指标体系，担当业务部门与工程师之间的桥梁，对数据相关需求进行整理、汇总、抽象，产出需求文档，和研发一起完善数据仓库，为业务提供数据和分析支持；4、 对于复杂且变化迅速的业务状况，能及时有效地抽象关键指标描述现状，提供有效的分析方法，并适当运用数据产品展现；5、 通过对数据的分析与挖掘，深度理解业务含义和用户行为特征，结合数据应用帮助提供业务策略支撑提升整体业务运营效率；6、 根据数据研究与分析结合业务场景，通过挖掘数据的内在关系，主动发现业务的问题，并提出合理方案推动问题的解决以及方案的落地。岗位要求：1、 全日制本科及以上学历，有1年以上BI相关工作经验，计算机相关专业优先；2、 有较好的沟通技巧、理解能力和较强的责任心，具有团队合作精神，可以展开跨部门协作；3、 自我驱动力强，工作认真负责，抗压能力强，富有激情和较强的学习能力；4、 熟悉Excel的使用，熟练使用图表及函数功能，掌握VBA编程技能者优先；5、 熟悉MySQL及Oracle 、SQL SERVER，有较好的SQL性能调优经验，能独立完成业务方数据需求；6、 精通SQL语句，对SQL查询优化有丰富的经验，熟悉PL/SQL，熟悉Oracle存储过程、触发器等的开发；7、 对数据敏感，有数据挖掘、数据可视化工作、自动化报表开发工作经验者优先。,12k-20k,A轮,0,1,0,0,0,0,0,1,0,0
274,数据分析,兰佑信息,20-99人,上海 徐汇区 漕河泾,本科,1-3年,数据分析经理,"岗位职责:1．维护日常风控数据，相关文档撰写；2．提供数据分析服务，包括并不限于专题性数据分析、日常数据分析及报表编制；3．撰写数据分析报告，为业务发展提供决策支持；4．参与数据挖掘模型的开发、维护、部署和评估；5．协助数据平台开发人员开展数据仓库和数据统计分析项目的建设。任职资格：1．全日制本科及以上学历，计算机、数学、统计等相关专业；2．对数据挖掘、机器学习方法论有完整了解，熟悉决策树、逻辑回归、SVM、神经网络等算法。有独立完整的建模实践经验优先；3．熟练使用SQL；4．至少熟练使用SAS、R、Python中的一种工具。4．具有较强的责任心，执行力，能承受较大工作压力，愿意接受工作挑战；5．有良好的沟通技巧和质量意识,具有较强的组织能力和团队合作精神；",10k-20k,A轮,1,1,1,0,0,0,0,0,0,1
275,数据分析,深圳萨摩耶金服,100-499人,上海 浦东新区 北蔡,本科,1-3年,数据分析师,"岗位职责1、负责通过数据分析技术研究互联网信贷客户行为，提供数据分析报告和策略调优建议；2、负责结合客户行为分析，开展客户经营方案，实施政策制定、跟踪、分析政策效果；3、熟练应用数据库工具，快速准确获取数据；4、对业务现状进行成因分析，并提出改进建议。岗位要求1、国内外知名院校全日制本科及以上，理工科背景优先；2、两年以上信用卡、个人零售信贷产品数据分析经验，有互联网金融数据分析经验、有咨询行业经验的优先；3、有数据库工具使用基础，能够独立完成数据分析项目；4、熟练使用SQL , 有Python使用经验优先；5、认真负责，有强烈的好奇心与探索精神，善于接受新鲜事物。",10k-20k,C轮,1,1,0,0,0,0,0,0,0,0
276,数据分析,云绅智能科技,100-499人,上海 普陀区 金沙江路,本科,5-10年,数据分析师,"岗位职责					1	入研究业务场景，从数据分析的角度明确定义业务问题，开展数据分析工作；				2	基于数据分析成果，提供策略分析和业务优化建议，持续改进效果；				3	负责数据分析产品的设计，负责数据清洗和特征提取；				任职条件					1	本科及以上学历，3年以上数据分析工作经验；				2	掌握自然语言处理NLP相关理论与技术方法；				3	熟悉中英文分词、词性标注、实体识别、句法分析、自动文本分类，关键值提取等自然语言处理技术，熟悉语义分析方法和基础技术				4	有文本清洗，语义计算和关键字标签提取经验				5	熟悉python ,NLTK或者Java等开发语言以及自然语言处理类库。",15k-30k,未融资,1,0,0,1,0,0,0,0,0,0
